Id,norm.WT_SeedCoat_1,norm.WT_SeedCoat_2,norm.WT_SeedCoat_3,norm.WT_SeedCoat_4,norm.T_SeedCoat_1,norm.T_SeedCoat_2,norm.T_SeedCoat_3,norm.T_SeedCoat_4
vigun.IT97K-499-35.gnm1.ann1.Vigun05g044700.1,6,0,3,15,0,18,4,7
vigun.IT97K-499-35.gnm1.ann1.Vigun05g044800.1,0,0,0,0,0,0,2,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g044900.1,0,6,2,1,0,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045000.2,19,37,5,0,38,38,0,23
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045000.3,48,0,0,0,0,9,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045100.1,6804,6137,4534,4964,2723,7059,4373,20852
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045200.1,214,490,491,388,681,424,508,516
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045200.2,198,106,261,316,168,160,222,197
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045300.1,1818,1282,1678,1687,2450,1150,1631,1501
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045500.1,130,189,119,139,587,103,169,219
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045500.2,13,60,87,107,58,62,62,11
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045700.1,185,55,81,103,185,167,86,103
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g045900.1,0,4,0,0,0,7,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046000.1,4,0,4,2,0,0,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046100.1,41,207,173,183,55,69,321,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046200.1,1,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046300.1,69,41,40,15,0,17,17,44
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046300.2,150,288,357,323,194,160,249,1141
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046300.3,125,0,3,3,0,0,0,22
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046400.1,22,86,77,88,49,86,94,138
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046500.1,257,223,91,86,49,132,142,127
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046600.1,19,41,18,32,0,0,56,124
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046600.2,582,395,456,454,241,763,676,1129
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046700.1,9,0,0,1,0,0,0,115
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046800.1,93,43,69,70,0,0,39,171
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046800.2,125,200,428,271,155,57,362,41
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046800.3,533,195,0,178,335,703,171,1134
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046800.4,0,24,154,93,64,25,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g046900.1,10,13,14,12,13,3,26,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047000.1,663,416,699,785,536,510,474,482
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047100.1,18,31,23,21,46,26,51,82
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047100.2,174,128,171,190,212,156,191,354
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047200.1,41,37,53,46,48,37,16,47
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047200.2,64,35,30,44,5,45,29,112
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047300.1,0,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047400.1,32,74,32,85,39,43,264,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047600.1,17,24,22,30,22,0,9,21
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047600.2,0,0,0,0,0,32,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047600.3,0,0,0,0,10,0,16,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047700.1,884,940,1867,1680,772,1466,1161,1097
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047800.1,185,396,395,335,89,176,221,169
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047800.2,294,57,0,0,222,245,267,450
vigun.IT97K-499-35.gnm1.ann1.Vigun05g047900.1,10,10,37,71,82,27,28,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048100.1,0,0,0,1,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048200.1,3728,3493,3171,3635,2350,3347,3212,10608
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048300.1,2761,2596,2076,2333,3400,2731,2849,1835
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048400.1,9,13,13,12,30,10,10,6
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048500.1,11,0,1,1,0,0,2,60
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048600.1,0,0,2,2,3,0,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048700.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048800.1,0,0,0,0,11,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048800.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048800.3,1,0,4,1,0,0,7,8
vigun.IT97K-499-35.gnm1.ann1.Vigun05g048900.1,986,1556,721,496,140,1674,577,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049000.1,2,15,12,0,0,52,1,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049100.1,2,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049200.1,5,0,1,1,13,0,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049300.1,359,196,300,290,221,246,179,197
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049300.2,0,32,33,15,49,44,16,60
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049300.3,0,22,0,22,120,32,96,74
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049400.1,0,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049500.1,380,718,413,423,405,297,499,593
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049600.1,105,43,65,92,213,93,92,217
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049700.1,37,39,38,45,1,51,35,94
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049800.1,7,0,1,3,33,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g049900.1,0,1,4,1,22,7,1,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050000.1,4,4,4,3,16,0,1,8
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050100.1,350,519,364,369,617,324,687,152
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.1,242,221,471,455,589,438,262,361
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.2,163,67,119,116,0,62,192,25
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.3,0,122,104,48,95,47,86,66
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.4,0,18,0,0,0,52,5,26
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.5,99,0,34,0,0,0,19,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.6,0,19,22,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.7,4,0,0,16,0,0,46,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.8,0,0,4,27,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050200.9,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050300.1,385,824,637,754,222,482,766,436
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050300.2,558,576,472,398,137,292,420,341
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050400.1,127,69,223,192,139,150,98,362
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050400.2,535,555,337,381,662,192,532,242
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050400.3,29,3,9,8,67,303,35,167
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050500.1,57,156,107,197,174,80,245,155
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050500.2,123,271,89,0,0,58,136,51
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050500.3,18,20,63,86,21,37,40,70
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050500.4,0,2,2,7,0,0,13,71
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050600.1,583,158,466,597,2186,702,475,656
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050700.1,0,0,17,6,0,0,13,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050700.2,0,0,0,9,0,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050700.3,4,10,0,0,6,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050800.1,0,47,153,170,51,29,95,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050800.2,0,14,30,65,0,0,10,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050800.3,96,171,143,359,146,73,200,36
vigun.IT97K-499-35.gnm1.ann1.Vigun05g050900.1,148,118,159,209,55,199,175,139
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051000.1,19,14,140,152,198,0,58,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051100.1,248,146,158,172,179,212,117,318
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051200.1,948,1311,921,1126,952,792,1298,779
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051300.1,2111,3218,3031,3400,2567,2676,3409,3241
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051400.1,0,0,0,0,0,1,1,8
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051600.1,1005,2697,2002,1935,1006,879,2602,630
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051700.1,313,70,45,63,135,179,21,401
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051800.1,242,167,214,182,211,262,181,1019
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g051900.2,8,3,0,6,0,0,0,18
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052000.1,696,1011,960,1047,563,563,899,965
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052100.1,208,90,152,219,403,196,100,225
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052100.2,51,112,237,257,153,86,109,47
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052200.1,7,4,7,4,0,15,1,9
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052200.2,4260,4818,2965,3236,1846,4825,3166,2628
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052300.1,0,2,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052300.2,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052400.1,2819,2121,1527,1423,1261,3258,1639,2603
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052500.1,748,686,748,769,1080,1235,789,37
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052600.1,426,335,262,368,285,424,283,476
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052700.1,190,97,142,155,210,408,92,75
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052800.1,214,135,161,161,392,130,115,155
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052800.2,227,316,359,384,383,241,397,271
vigun.IT97K-499-35.gnm1.ann1.Vigun05g052900.1,468,242,216,268,453,266,223,172
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053000.1,1213,1073,1837,1905,1720,1130,1380,1137
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053100.1,1164,201,90,116,23,328,104,1883
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053200.1,334,696,354,466,296,348,854,961
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053300.1,532,400,329,324,374,300,248,10252
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053400.1,476,324,295,336,285,406,319,98
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053500.1,10,0,0,2,0,0,1,449
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053600.1,666,862,760,849,683,689,1009,584
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053700.1,120,73,128,105,134,55,53,244
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053700.2,45,63,68,85,144,104,125,179
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053800.1,594,1226,1031,783,367,488,1009,1163
vigun.IT97K-499-35.gnm1.ann1.Vigun05g053900.1,3065,1883,1467,1619,1297,2501,1684,5434
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054000.1,136,169,110,106,84,66,153,267
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054100.1,2284,1916,1864,2246,2415,2066,2272,2394
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054200.1,1121,1461,1128,1030,825,826,976,2590
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054300.1,590,114,108,134,421,669,134,2784
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054400.1,9,9,5,16,1,20,9,34
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054500.1,1211,445,424,419,566,967,378,1470
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054600.1,496,608,389,357,538,450,505,138
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054700.1,678,763,580,647,200,466,597,1168
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054800.1,1309,3189,1685,1420,1992,1501,3212,537
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054900.1,171,376,359,546,71,262,577,149
vigun.IT97K-499-35.gnm1.ann1.Vigun05g054900.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055000.1,221,168,68,93,475,279,208,28
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055100.1,12443,25233,15125,10364,2819,12683,11235,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055100.2,602,30490,10690,6816,179,112,5489,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055100.3,31253,39128,30032,30347,9350,34999,39189,91
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055200.1,1302,1797,1514,1272,2723,1363,1400,709
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055300.1,86,83,7,57,127,84,57,203
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055300.2,83,64,91,57,0,59,58,625
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055400.1,9161,11303,15449,14545,10992,11919,11887,11009
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055500.1,3404,3764,3421,3664,4134,3821,4451,2540
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055600.1,1498,3146,2707,2605,1471,1868,2418,1067
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055700.1,39,14,9,22,34,2,17,1733
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055800.1,295,315,342,331,94,322,335,251
vigun.IT97K-499-35.gnm1.ann1.Vigun05g055900.1,6065,6232,4895,5866,9040,6407,6135,3540
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056000.1,203,139,129,131,201,176,85,164
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056000.2,25,4,36,11,0,14,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056100.1,978,185,273,276,1780,1150,525,6378
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056200.1,39,21,3,1,0,33,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056300.1,55,23,45,54,22,60,27,65
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056400.1,2111,1592,1860,2140,1780,2606,1625,1669
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056500.1,79,22,69,130,257,120,95,65
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056500.2,0,0,0,87,0,121,41,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056500.3,284,326,560,471,372,242,468,182
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056500.4,32,20,24,9,14,0,34,9
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056600.1,1155,1524,308,270,462,985,468,331
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056700.1,347,454,383,459,176,596,421,197
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056700.2,0,45,40,51,2,23,53,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056800.1,101,156,106,163,31,34,47,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056800.2,390,891,457,603,290,267,495,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g056900.1,0,0,0,0,5,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057000.1,993,795,1069,1269,1985,1591,1503,317
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057100.1,139,27,186,127,100,142,132,202
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057100.2,0,88,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057200.1,915,1940,1948,2939,1218,1367,3111,500
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057300.1,1215,1015,1379,1627,2019,1448,1535,1401
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057400.1,225,454,205,236,81,374,604,128
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057500.1,730,924,796,807,611,795,843,654
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057600.1,569,567,338,432,426,517,370,249
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057600.2,73,27,43,96,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057700.1,561,312,356,500,438,463,544,340
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057800.1,269,305,528,587,500,263,630,132
vigun.IT97K-499-35.gnm1.ann1.Vigun05g057900.1,2374,1620,2354,2748,6068,3140,2919,1622
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058000.1,2,2,0,1,0,0,0,15
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058100.1,265,262,171,173,159,177,205,1014
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058200.1,316,697,505,357,525,347,486,345
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058300.1,19,34,32,15,0,0,16,87
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058300.2,0,0,13,79,175,262,68,1123
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058300.3,152,354,451,331,0,145,361,259
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058300.4,301,0,0,11,456,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058300.5,0,0,0,0,0,0,0,128
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058400.1,15,35,38,27,26,14,45,7
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058500.1,2585,4512,2938,2231,350,2224,2199,36
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058600.1,37,11,57,35,39,15,15,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058700.1,0,0,0,0,6,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058800.1,176,105,147,182,160,244,179,153
vigun.IT97K-499-35.gnm1.ann1.Vigun05g058900.1,107,48,126,48,53,77,17,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059100.1,252,79,96,79,239,267,96,76
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059200.1,2274,2890,2357,2434,2669,1984,2829,4083
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059300.1,197,282,311,311,323,177,300,289
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059700.1,0,0,1,1,0,0,1,6
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059800.1,4,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun05g059900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060200.1,227,418,704,740,208,684,906,508
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060400.1,556,643,658,686,1084,220,676,656
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060500.1,667,841,589,733,458,680,686,490
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060600.1,110,54,219,321,406,161,100,200
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060700.1,98,138,1116,1411,5917,37,128,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060800.1,2794,3785,5602,5827,9310,2934,7025,1592
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060900.1,52,105,145,143,57,23,140,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g060900.2,0,0,14,20,0,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061000.1,1147,649,905,928,1800,1011,820,1310
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061100.1,0,0,0,0,0,0,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061200.1,42,5,7,0,0,0,0,14
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061200.2,47,45,55,31,61,36,72,97
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061200.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061200.4,0,0,0,0,0,9,4,4
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061200.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061200.6,3,0,0,0,39,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061300.1,289,386,459,575,776,495,431,657
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061300.2,1059,1059,1787,1651,2026,1416,1849,1857
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061300.3,106,145,60,82,608,320,57,238
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061400.1,789,730,639,694,629,701,793,1619
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061500.1,1908,2777,1971,1898,993,1994,2224,2555
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061600.1,601,489,834,784,621,643,485,670
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061700.1,1813,3856,7736,9104,6229,3265,7646,569
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061800.1,1276,1327,2408,2673,1989,1368,1660,716
vigun.IT97K-499-35.gnm1.ann1.Vigun05g061900.1,486,548,666,290,96,231,253,582
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062000.1,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062100.1,7,10,2,3,11,4,10,1520
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062200.1,1211,810,1299,1362,2041,1298,1049,495
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062300.1,0,0,0,0,0,0,0,98
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062300.2,0,12,0,0,0,0,0,86
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062300.3,0,0,0,3,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062300.4,0,0,2,0,0,1,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062400.1,691,1059,1069,1110,711,702,997,859
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062500.1,245,239,292,488,677,902,281,25
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062600.1,78,41,68,41,110,37,34,89
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062700.1,21,107,31,11,12,23,69,9
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062900.1,183,210,211,217,137,163,176,123
vigun.IT97K-499-35.gnm1.ann1.Vigun05g062900.2,10,18,3,0,33,5,0,17
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063000.1,16,96,208,174,237,158,228,11
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063000.2,344,631,738,730,582,317,474,417
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063000.3,49,60,95,65,117,6,52,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063100.2,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063200.1,34,51,76,11,14,54,129,69
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063200.2,123,120,172,210,109,83,68,326
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063200.3,0,0,0,11,0,47,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063200.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063300.1,1157,1192,1863,1658,4612,1130,1545,726
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063400.1,1090,1136,1506,1515,583,1249,1086,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063400.2,0,188,375,464,530,287,499,1817
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063500.1,189,27,24,0,111,0,0,41
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063500.2,98,80,94,54,183,117,52,79
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063500.3,55,0,0,0,193,56,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063700.1,0,5,5,4,7,5,0,7
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063800.1,317,357,254,249,0,256,234,358
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063800.2,79,26,16,0,407,7,109,101
vigun.IT97K-499-35.gnm1.ann1.Vigun05g063900.1,9,13,3,1,0,2,2,23
vigun.IT97K-499-35.gnm1.ann1.Vigun05g064000.1,713,1872,1073,1214,225,1017,1883,467
