Id,norm.WT_SeedCoat_1,norm.WT_SeedCoat_2,norm.WT_SeedCoat_3,norm.WT_SeedCoat_4,norm.T_SeedCoat_1,norm.T_SeedCoat_2,norm.T_SeedCoat_3,norm.T_SeedCoat_4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016500.3,0,0,0,0,0,0,70,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016500.4,0,10,56,0,148,163,0,31
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016600.1,396,572,681,642,416,483,706,474
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.1,25,26,36,22,29,40,51,56
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.2,0,19,17,11,0,0,27,49
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.3,0,4,2,0,0,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.4,52,74,42,87,30,90,68,66
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.5,9,6,20,0,12,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.6,13,10,11,9,0,0,2,87
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016800.1,0,0,0,4,0,2,5,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016900.1,48,5,26,29,19,33,23,60
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016900.2,169,206,144,158,85,204,142,322
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017000.1,4,4,30,18,21,5,22,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017100.1,0,1,5,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.1,60,20,32,30,32,45,13,38
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.3,7,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.4,239,157,140,118,63,160,132,233
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017300.1,486,352,290,296,233,759,481,946
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017400.1,62,101,59,48,21,59,73,158
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017500.1,7041,1390,1860,2430,1631,9085,2724,1968
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017600.1,3357,521,681,848,787,3961,964,528
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017700.1,4684,349,276,180,490,3431,213,621
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017800.1,6280,880,1017,1208,1015,6575,1523,1367
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017900.1,781,877,534,673,206,1137,664,142
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018000.1,5060,1325,736,1366,1135,14729,1444,1154
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018100.1,14974,10605,18881,30772,6422,37144,26303,3421
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018200.1,11661,3112,4658,8015,2732,20294,8090,2121
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018300.1,11529,472,217,361,613,7605,509,1779
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018400.1,13,15,1,0,0,9,2,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018500.1,16,1021,1379,1786,100,134,1360,14
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018600.1,53,170,178,242,31,49,134,21
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018700.1,2237,27360,17585,22454,1971,3976,16931,479
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018800.1,0,13,6,10,0,4,2,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018900.1,30,211,259,261,34,65,171,6
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019000.1,318,73,20,20,13,37,28,98
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019100.1,80,4,0,3,0,5,2,83
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019200.1,391,322,134,133,23,110,141,95
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019300.1,1454,7146,5764,8314,793,2152,5768,300
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019400.1,1449,6916,6723,10890,652,2758,8605,317
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019500.1,5603,5003,4116,5006,2468,4522,3973,17736
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019600.1,40,15,7,20,6,14,18,73
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019700.1,385,298,188,213,473,312,278,393
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019800.1,4911,5181,3094,4351,1622,3116,3932,18264
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019900.1,1695,1739,1594,1661,938,1602,1966,3663
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020000.1,524,632,1017,1121,1276,196,1101,717
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020100.1,381,750,610,563,93,628,658,742
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020100.2,230,197,107,79,369,124,159,578
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020100.3,289,35,54,20,453,0,128,53
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020200.1,92,63,77,70,25,76,41,354
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020300.1,449,816,686,1192,711,1045,794,396
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020400.1,303,475,579,1548,695,570,757,83
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020500.1,173,118,126,325,490,228,198,117
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020600.1,1814,2694,568,1915,2746,2064,1676,299
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020800.1,0,2,3,0,0,3,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020900.1,4,0,2,1,8,4,1,2
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021000.1,2,5,0,2,0,7,4,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.1,16,19,47,23,62,68,18,190
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.2,282,369,181,238,309,342,396,166
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.3,257,349,534,516,541,187,329,626
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.4,28,11,0,0,9,0,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021200.1,661,1505,1333,1091,832,590,1117,871
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021300.1,116,188,140,140,137,59,160,98
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021400.1,204,153,213,226,340,219,194,365
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021500.1,133,23,85,89,285,89,75,896
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021600.1,1,0,0,0,2,0,0,13
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021700.1,176,113,69,83,53,116,85,429
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021700.2,0,0,0,2,0,0,0,11
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021800.1,228,498,255,274,135,168,274,249
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021900.1,7,17,11,9,6,5,5,18
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021900.2,3886,3417,2093,2758,1172,5167,2951,7322
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021900.3,41,9,10,2,2,34,0,158
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022000.1,81,52,45,67,67,77,104,66
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022000.2,0,3,9,0,0,0,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022100.1,92,19,11,9,7,21,12,166
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022200.1,166,122,102,77,130,195,154,218
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022300.1,5816,5124,3953,4306,2959,5445,3898,8252
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022500.1,1,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022600.1,1,2,1,4,2,0,4,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022700.1,0,0,3,0,0,0,9,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022800.1,1,11,4,2,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023000.1,13,88,77,27,16,57,22,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023100.1,53,18,1,0,2,37,1,12
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023200.2,0,0,0,0,0,14,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023200.3,6,0,0,0,0,0,0,27
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.1,101,37,34,48,49,24,0,16
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.2,180,16,150,149,174,91,73,30
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.3,64,207,200,76,40,83,236,62
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.5,1859,634,1027,928,1366,2139,1075,603
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023400.1,3460,2310,1885,1522,1664,3573,1439,815
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023500.1,590,434,404,477,420,634,472,815
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023600.1,401,213,141,179,243,500,192,1028
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023700.1,181,40,36,76,223,269,90,98
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023700.2,86,29,61,55,83,40,2,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023700.3,1,3,3,0,12,0,2,12
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023800.1,76,36,51,60,35,83,66,126
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023900.1,37,16,14,23,16,22,18,30
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024000.1,163,154,236,228,308,190,214,232
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024100.1,0,0,1,0,2,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024200.1,12,10,8,1,0,0,9,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024300.1,271,388,292,266,138,345,279,602
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024400.1,7,11,10,12,25,28,11,35
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024500.1,58,21,42,31,31,38,34,90
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024600.1,1,4,2,0,0,7,4,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024700.1,54,26,35,21,128,19,24,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024800.1,465,649,614,504,494,530,743,1462
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024800.2,0,0,20,79,0,0,5,23
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024800.3,2,5,50,58,0,30,45,179
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024900.1,0,0,3,3,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024900.2,74,85,75,82,68,45,51,14
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025200.1,42,125,82,63,0,0,9,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025200.2,101,220,38,0,184,192,75,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025200.3,4791,8337,8226,7363,6181,7963,10782,780
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025300.1,4,0,0,0,12,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025500.1,10,3,12,8,61,27,10,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025600.1,1830,2313,1915,2714,620,1799,2781,1250
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025700.1,456,133,154,161,578,711,175,243
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025800.1,4702,2129,588,641,860,3282,608,1156
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025900.1,643,167,74,50,59,157,39,1325
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026000.1,34,15,1,2,21,13,4,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026200.1,176,93,123,96,306,147,129,735
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026300.1,287,324,354,333,488,237,306,338
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026400.1,32,6,4,2,0,8,5,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026500.1,43,51,74,63,17,25,67,119
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026600.1,277,370,267,259,69,178,325,1199
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026700.1,4,0,0,3,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026800.1,0,0,1,3,0,0,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026900.1,1010,1687,1256,1284,945,1111,1428,987
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027000.1,60,60,52,54,63,78,68,37
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027100.1,1222,1046,1702,1820,2261,1679,1695,1064
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027200.1,168,107,141,151,286,128,126,513
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.1,34,100,56,66,0,53,38,103
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.2,0,15,0,0,0,0,0,22
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.3,20,0,30,51,23,0,15,105
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.4,0,0,0,31,0,0,0,43
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.6,57,87,70,0,87,13,60,114
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027400.1,103,132,110,130,1038,269,233,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027500.1,470,355,373,351,189,523,372,791
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027600.1,163,2240,868,355,175,459,1615,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027600.2,1256,3991,2845,2134,840,2042,3174,14
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027700.1,148,183,66,51,197,522,193,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027800.1,2919,1806,1413,679,1927,3330,1179,8368
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027900.1,19,0,0,11,248,53,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028000.1,219,15,98,196,690,118,73,8
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028100.1,21,60,4,6,31,37,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028200.1,5,13,3,3,5,21,4,39
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028300.1,678,1547,575,658,282,1037,1411,44
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028400.1,299,240,288,238,532,308,310,346
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028400.2,7,12,22,29,130,26,30,15
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028500.1,0,0,0,0,6,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028600.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028900.1,0,0,0,0,11,17,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029000.1,0,1,2,8,496,2,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029100.1,56,52,117,69,169,120,67,30
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029200.1,2986,2108,4291,2166,2633,3867,4766,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029300.1,464,272,362,391,412,341,315,401
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029300.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029400.1,225,80,188,180,165,223,193,203
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029400.2,19,80,34,84,208,54,49,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029500.1,661,1132,629,713,572,514,979,504
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029600.1,537,433,315,289,266,560,359,1372
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029700.1,105,155,149,166,104,32,151,61
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029700.2,65,120,170,131,253,101,162,58
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029800.1,331,362,619,620,527,442,316,157
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030000.1,5,17,4,6,4,1,1,21
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030000.2,118,455,184,211,53,121,295,484
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030000.3,1483,1598,1112,1127,461,1273,1205,5426
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030100.1,268,259,185,274,188,74,209,223
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030100.2,98,0,103,77,0,57,0,268
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030200.1,253,506,223,212,171,193,287,243
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030300.1,197,223,225,235,216,215,264,210
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.1,487,497,374,401,601,409,546,425
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.2,46,15,28,26,87,59,58,32
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.3,30,20,24,15,33,24,36,8
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030500.1,40,0,1,1,0,1,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030500.2,1373,661,128,95,92,257,108,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030600.1,218,248,241,212,218,263,215,385
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030600.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030600.3,31,101,73,68,137,24,27,94
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030700.1,676,268,65,35,29,155,70,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030800.1,222,525,557,505,418,346,463,469
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030900.1,189,117,97,153,144,195,172,310
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030900.2,503,581,652,556,901,552,652,494
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031000.1,6,4,5,2,14,0,7,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031100.1,105,113,140,124,119,120,160,36
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031200.1,18942,43704,35577,46660,4270,19337,30251,101654
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031300.1,1331,5613,4861,4289,610,1707,4921,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.1,54,49,55,41,6,63,38,122
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.2,0,0,0,6,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.3,0,0,6,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.4,0,0,0,0,0,0,0,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.5,23,0,0,3,93,13,10,23
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031500.1,312,443,372,484,3510,196,458,243
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031600.1,45,34,18,11,26,51,26,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031700.1,1,11,16,2,2,0,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031800.1,13,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031800.2,0,3,2,6,3,2,0,19
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031900.1,73,34,36,40,114,26,53,90
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032100.1,24,9,40,36,74,22,0,2
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032100.2,0,5,4,10,20,0,27,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032200.1,430,253,315,293,223,346,238,1229
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032300.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032400.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033400.1,47,149,94,76,11,55,118,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033500.1,17,3,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033600.1,26,47,12,10,20,5,5,68
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033700.1,12,3,2,6,11,13,9,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033800.1,190,132,165,164,472,210,183,428
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034000.1,30,40,14,13,15,17,6,23
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034100.1,99,69,64,60,189,59,40,156
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034200.1,3603,4582,3416,3985,2054,2777,3965,9663
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034300.1,2495,3646,2883,2917,979,1295,2661,13447
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034400.1,159,388,278,80,0,136,168,264
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034400.2,334,498,371,309,133,230,350,605
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034500.1,0,0,2,2,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034500.2,11,17,17,8,50,19,11,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034600.1,438,283,222,267,1156,348,316,1011
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034700.1,209,128,120,145,90,121,113,388
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034800.1,737,1351,1920,1589,4226,1385,2264,96
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034900.1,55,45,31,80,387,101,79,15
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035000.1,102,195,96,145,15,85,174,26
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035100.1,1,0,0,1,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035200.1,599,470,533,541,690,538,601,626
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035500.1,98,38,18,21,52,89,36,109
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035600.1,0,0,1,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035700.1,4,4,0,1,9,0,5,8
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035700.2,0,0,12,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035800.1,100,58,62,63,58,74,60,318
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035800.2,0,14,0,7,0,0,0,14
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036100.1,5169,6049,7755,6724,8684,6019,6193,3011
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036100.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036100.3,86,127,97,46,123,115,79,23
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036200.1,1575,952,1015,1213,1282,1678,1105,780
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036300.1,151,124,152,196,144,171,174,279
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036400.1,169,113,96,143,51,103,87,156
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036500.1,150,60,95,132,140,0,57,112
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036500.2,0,97,22,0,0,147,72,35
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036600.1,0,7,0,0,0,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036600.2,0,0,3,0,0,5,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036700.1,0,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036700.2,4,1,4,0,0,0,0,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036800.1,0,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036900.1,227,246,242,417,170,253,284,466
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037000.1,234,305,240,185,196,259,256,445
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037100.1,291,449,313,324,215,250,407,552
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037200.1,10,19,25,3,65,26,58,16
