Id,norm.WT_Embryo_1,norm.WT_Embryo_2,norm.WT_Embryo_3,norm.WT_Embryo_4,norm.T_Embryo_1,norm.T_Embryo_2,norm.T_Embryo_3,norm.T_Embryo_4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236400.1,6,2,1,2,4,10,3,7
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236500.1,699,0,163,238,139,188,135,830
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236500.2,2325,756,917,1168,918,1544,1190,856
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236500.3,0,0,243,0,0,0,22,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236600.1,3132,1265,822,827,1741,1254,2586,1890
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236700.1,1,0,0,1,18,1,58,58
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236700.2,0,0,0,0,0,0,41,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236700.3,0,0,0,1,0,0,0,39
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236800.1,565,1566,3051,2983,2012,1427,1712,1798
vigun.IT97K-499-35.gnm1.ann1.Vigun07g236900.1,188,140,176,165,105,170,90,98
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237100.1,16865,594802,780767,723583,323798,230499,647125,588626
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237200.1,9969,287912,592421,683277,135328,138665,490138,417014
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237300.1,20100,744901,1088650,1126257,433202,180184,802503,763892
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237400.1,43226,920579,1223418,1218232,580820,335179,873088,689962
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237500.1,29379,1086130,1511514,1379129,699788,369310,1138428,1024371
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237600.1,396,11415,76501,142759,14686,6414,49321,79166
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237700.1,0,1,13,38,6,0,106,32
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237800.1,0,0,0,6,0,0,82,47
vigun.IT97K-499-35.gnm1.ann1.Vigun07g237900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238100.1,3,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238400.2,5,0,0,0,0,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238500.1,2,3,1,1,25,4,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238600.1,262,338,617,804,254,348,154,125
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238700.1,330,261,252,223,259,208,418,278
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238700.2,10,0,3,10,3,9,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238800.1,7,3,1,0,10,11,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g238900.1,116,40,18,17,31,63,24,15
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239000.1,296,286,582,576,456,461,524,714
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239000.2,0,6,0,0,0,32,0,13
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239100.1,65,263,1690,2970,2368,678,5067,10506
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239200.1,18,0,0,0,0,0,17,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239200.2,0,21,12,2,42,8,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239300.1,118,28,77,62,50,37,156,46
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239400.1,0,22,9,18,8,31,44,40
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239400.2,1,104,1199,768,221,489,1699,1041
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239400.3,0,136,1868,1034,924,862,2159,1562
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239400.4,14,431,1348,1774,1244,798,3079,2139
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239500.1,2039,1918,2274,2554,4556,1142,3125,2545
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239500.2,79,2032,129,129,4185,130,943,477
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239500.3,1546,728,2426,2715,1277,1321,3391,2192
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239600.1,293,410,400,418,731,246,747,525
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239600.2,204,86,89,117,172,118,385,163
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239700.1,1,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239700.2,2,0,10,5,9,1,13,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239700.3,18,12,12,2,19,6,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239700.4,20,19,17,30,25,19,32,57
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239700.5,0,1,9,1,10,1,0,7
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239800.1,364,691,435,457,711,463,506,522
vigun.IT97K-499-35.gnm1.ann1.Vigun07g239900.1,108,39,81,64,65,46,82,35
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240000.1,449,411,419,380,404,490,228,250
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240100.1,58,0,16,29,34,26,12,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240100.2,49,72,90,79,129,69,101,47
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240100.3,638,932,786,545,878,1093,919,877
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240100.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240200.1,1,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240300.1,77,112,49,24,88,48,41,28
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240400.1,1,2,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240600.1,2,2,1,0,0,4,57,66
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240700.1,6,0,0,0,0,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g240900.1,367,350,221,225,222,258,352,240
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241000.1,1,24,4,2,167,3,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241100.1,3067,6044,1676,638,3441,2685,387,89
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241200.1,25,12,11,10,12,9,1,7
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241300.1,0,0,0,0,2,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241400.1,2,1,4,4,0,3,10,4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241500.1,0,1,0,0,7,0,2,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241600.1,1,0,4,6,22,0,7,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241700.1,1944,1303,2456,2460,1999,1306,2559,3019
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241800.1,2,0,0,0,0,1,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241900.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241900.3,7,8,22,7,8,12,15,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g241900.4,0,0,0,0,0,0,0,22
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242000.1,10,24,16,4,14,23,16,20
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242100.1,696,591,557,714,884,609,1268,1214
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242200.1,169,401,84,106,600,86,223,198
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242200.2,114,93,364,311,83,84,865,688
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242200.3,311,1652,0,456,1389,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242200.4,1114,756,2304,1737,888,778,2462,2099
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242200.5,489,232,843,402,213,856,1414,1074
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242300.1,13,9,5,5,3,15,2,8
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242400.1,80,60,30,31,81,36,89,46
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242500.1,270,8,146,79,50,139,511,418
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242500.2,484,0,158,2383,0,70,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242500.3,612,2023,2299,0,2200,1194,1352,1629
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242600.1,137,103,63,109,208,125,858,380
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242700.1,527,870,687,395,1053,934,1995,1420
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242800.1,478,435,136,65,794,800,1121,746
vigun.IT97K-499-35.gnm1.ann1.Vigun07g242900.1,835,280,168,139,192,362,177,190
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243000.1,869,283,651,693,369,468,370,491
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243100.1,460,400,382,299,328,415,345,339
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243200.1,5,15,5,0,11,6,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243300.1,393,141,69,73,74,161,68,76
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243400.1,134,144,93,68,224,105,38,45
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243500.1,6,14,2,6,3,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243600.1,536,315,293,292,520,238,518,355
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243700.1,3,0,2,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243800.1,197,33,152,223,88,111,285,370
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243800.2,1080,728,1314,2096,718,871,2158,2560
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243900.1,589,501,435,267,494,642,646,442
vigun.IT97K-499-35.gnm1.ann1.Vigun07g243900.2,14,73,6,17,112,8,3,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244000.1,1017,2585,1429,1263,2108,892,2965,1410
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244100.1,1,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244200.1,686,2236,2698,2751,705,1153,1769,1593
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244300.1,419,836,938,915,695,1198,580,1074
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244400.1,17145,19028,9478,10161,15786,20169,21545,13784
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244500.1,0,0,0,0,0,0,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244600.1,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g244900.1,318,360,385,347,314,387,291,387
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245000.1,0,15,121,138,83,5,143,105
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245000.2,5,0,0,0,37,0,336,487
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245100.1,9,20,0,0,0,11,6,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245100.2,0,7,4,5,0,0,7,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245100.3,58,94,131,108,301,138,166,127
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245200.1,35,15,0,93,85,23,45,90
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245200.2,3,0,64,22,0,0,24,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245200.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245200.4,25,43,42,21,0,0,8,19
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245200.5,10,10,58,34,48,23,37,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245300.1,5,3,4,4,11,15,1,4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245400.1,18,25,33,22,12,16,4,19
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245500.1,3,3,0,2,0,3,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245600.1,2,5,6,5,1,5,4,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245700.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245800.1,0,0,0,0,0,2,3,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g245900.1,1,7,1,7,16,0,28,39
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246000.1,40,107,111,159,34,59,47,43
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246100.2,1,0,0,0,2,1,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246300.1,54,38,17,17,8,17,5,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246400.1,229,316,164,149,159,161,264,236
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246500.1,28,59,53,96,575,175,1064,660
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246600.1,1,1,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246700.1,41,49,39,47,75,84,22,88
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246800.1,1,2,3,5,11,4,37,19
vigun.IT97K-499-35.gnm1.ann1.Vigun07g246900.1,2,4,4,19,19,0,4,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247000.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247000.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247100.1,54,153,115,122,115,257,197,227
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247200.1,32,49,20,48,49,23,13,11
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247300.1,5,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247500.1,0,4,0,1,4,2,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247600.1,1,0,0,0,11,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247600.2,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247700.1,2,1,1,0,89,2,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247800.1,1,4,5,1,17,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g247900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248000.1,2,0,0,2,6,1,5,7
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248100.1,1,0,4,50,101,0,11,11
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248200.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248300.1,0,0,0,0,6,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248400.1,0,0,0,0,15,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248500.1,16,3,1,4,8,5,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248600.1,0,0,0,1,1,0,6,4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248700.1,238,224,191,240,177,298,108,93
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g248900.1,0,3,13,62,0,0,23,76
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249000.1,1033,854,1071,1077,547,855,588,878
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249100.1,1,9,0,0,2,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249200.1,19,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249400.1,13,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249500.1,129,48,44,38,106,107,37,40
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249500.2,21,44,14,31,25,0,8,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249600.1,1374,696,429,387,2738,1925,2352,1883
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249700.1,127,127,58,46,181,84,54,39
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249700.2,15,14,1,0,0,1,2,9
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249700.3,20,14,0,1,18,19,14,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249800.1,5,2,3,1,10,1,1,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g249900.1,10405,3823,2462,2694,2761,4984,2088,1758
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250000.1,1205,1581,1619,1531,1713,1288,3511,2278
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250100.1,1440,725,1333,1239,962,810,631,1357
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250200.1,13,14,12,19,15,61,7,24
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250300.1,106,100,44,0,41,101,19,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250300.2,12,44,26,29,29,8,16,23
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250300.3,38,0,61,52,35,7,13,54
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250400.1,2,8,3,1,4,4,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250500.1,3,4,0,2,10,1,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250500.2,0,0,2,5,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250600.1,152,45,23,29,42,39,21,4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250600.2,14,5,0,0,2,0,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250700.1,4,2,5,2,0,1,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250800.1,756,998,619,657,661,615,1029,635
vigun.IT97K-499-35.gnm1.ann1.Vigun07g250900.1,3432,9758,4419,4757,6129,2847,10232,5915
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251000.1,9,8,3,4,9,6,6,18
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251200.1,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251300.1,7,46,26,10,10,16,8,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251400.1,42,84,59,35,39,45,33,8
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251400.2,5,40,4,10,14,11,0,4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251500.1,25,0,27,16,0,29,19,36
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251500.2,58,56,2,17,59,41,80,53
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251600.1,0,0,0,4,0,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251700.1,0,1,0,1,0,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251800.1,18,7,5,5,2,4,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g251900.1,314,406,472,404,217,426,176,351
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252000.1,3,3,4,23,162,7,27,9
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252100.1,0,2,11,4,1,0,5,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252200.1,2743,2330,3376,3449,2452,3515,1639,2580
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252300.1,2,4,1,0,3,1,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252500.1,1505,1948,1495,1370,1177,1123,1208,1136
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252600.1,120,74,54,46,45,40,71,81
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252600.2,14,28,0,0,49,83,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252700.1,1905,1340,1645,1263,1354,1251,1484,1248
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252800.1,20,27,54,226,213,43,183,202
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252900.1,269,0,424,484,0,276,560,448
vigun.IT97K-499-35.gnm1.ann1.Vigun07g252900.2,0,297,0,0,262,0,16,89
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253000.1,10,28,12,7,19,14,6,3
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253100.1,53,24,37,31,19,41,16,34
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253200.1,726,356,159,159,377,246,192,143
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253300.1,32,15,37,35,24,11,51,30
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253300.2,271,185,180,194,378,345,305,336
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253400.1,8032,17930,9809,7212,12045,15358,7530,6496
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253500.1,233,149,279,283,263,199,280,285
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253600.1,526,838,576,624,456,222,691,766
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253700.1,118,114,91,189,328,143,111,140
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253800.1,285,912,483,450,899,1384,400,460
vigun.IT97K-499-35.gnm1.ann1.Vigun07g253900.1,268,46,43,30,21,95,28,20
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254000.1,11,0,0,11,4,4,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254000.2,0,7,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254100.1,1,1,4,18,3,6,2,4
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254200.1,154,235,108,138,297,397,256,166
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254400.1,328,444,599,1030,469,520,580,467
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254500.1,170,204,179,224,253,195,244,247
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254600.1,597,246,234,259,244,311,261,181
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254700.1,202,243,291,307,279,208,464,441
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254700.2,45,0,20,53,0,15,21,76
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254800.1,414,1320,1696,4588,417,930,1688,2532
vigun.IT97K-499-35.gnm1.ann1.Vigun07g254900.1,499,298,198,282,870,511,1327,1026
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255000.1,1,0,0,1,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255100.1,1122,1173,1033,988,4227,1350,4147,2428
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255200.1,92,37,68,90,50,70,268,187
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255300.1,2,4,0,4,1,0,1,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255400.1,0,0,1,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255500.1,862,404,537,637,745,419,630,708
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255500.2,445,313,331,332,255,560,557,341
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255600.1,809,941,855,779,1236,964,776,838
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255700.1,9,7,2,0,63,9,53,23
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255800.1,466,442,226,178,290,215,173,104
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255800.2,954,1120,637,633,767,873,567,341
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255800.3,1348,1203,598,484,1255,795,669,356
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255800.4,451,516,230,258,330,417,185,183
vigun.IT97K-499-35.gnm1.ann1.Vigun07g255900.1,795,1120,1750,2016,231,1145,561,498
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256000.1,0,5,4,4,2,0,1,1
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256100.1,5,0,38,16,0,0,2,26
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256100.2,49,58,44,133,18,53,32,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256300.1,28,53,60,35,40,52,10,5
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256400.1,3,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256500.1,542,1003,903,863,862,758,1318,1124
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256600.1,0,0,2,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256600.2,0,4,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256700.1,3719,2242,4145,3178,3792,3778,2869,1810
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256800.1,70,508,772,503,1032,1049,595,325
vigun.IT97K-499-35.gnm1.ann1.Vigun07g256900.1,366,183,171,230,135,224,270,235
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257000.1,2369,2662,1652,1622,2297,1607,2375,1596
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257100.1,0,0,3,0,1,33,290,430
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257200.1,615,482,412,488,394,510,500,540
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257300.1,346,413,345,369,322,421,315,268
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257400.1,453,618,435,437,553,284,675,457
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257500.1,195,468,1313,869,97,461,279,399
vigun.IT97K-499-35.gnm1.ann1.Vigun07g257600.1,0,0,0,0,0,0,0,0
