Id,norm.WT_Embryo_1,norm.WT_Embryo_2,norm.WT_Embryo_3,norm.WT_Embryo_4,norm.T_Embryo_1,norm.T_Embryo_2,norm.T_Embryo_3,norm.T_Embryo_4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.2,11,0,0,6,28,57,2,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.3,19,54,0,0,3,19,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.4,48,47,13,52,3,57,25,30
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.5,2,14,16,0,0,7,19,26
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016700.6,24,40,58,0,80,16,35,51
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016800.1,2,7,2,5,4,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016900.1,73,135,184,182,232,149,909,678
vigun.IT97K-499-35.gnm1.ann1.Vigun01g016900.2,270,345,330,334,195,325,421,379
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017000.1,0,0,7,5,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017100.1,0,0,0,0,0,0,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.1,26,49,13,36,59,28,24,35
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.3,18,3,6,0,0,3,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017200.4,80,251,98,132,160,119,169,109
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017300.1,442,685,317,221,410,509,229,147
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017400.1,151,56,61,40,39,51,56,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017500.1,2487,195,30,11,157,75,10,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017600.1,779,92,5,5,83,11,5,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017700.1,1316,39,11,4,38,9,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017800.1,1538,159,5,6,94,26,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g017900.1,268,14,1,0,29,11,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018000.1,2656,111,10,7,193,16,3,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018100.1,4859,775,142,50,758,169,107,22
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018200.1,2860,311,34,33,388,64,14,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018300.1,2939,129,27,7,61,26,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018400.1,4,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018500.1,4,4,1,1,5,12,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018600.1,7,0,4,0,2,2,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018700.1,476,102,38,15,111,254,6,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018800.1,1,0,0,0,0,4,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g018900.1,13,8,1,0,4,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019000.1,83,1,1,0,0,20,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019100.1,110,4,0,0,1,23,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019200.1,114,1,0,0,1,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019300.1,449,38,19,5,54,45,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019400.1,476,48,14,6,35,89,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019500.1,8841,14897,8940,7858,11286,12266,8214,5964
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019600.1,132,17,46,34,31,81,42,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019700.1,290,396,323,265,308,309,143,274
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019800.1,9498,13424,11339,10564,11170,21723,9023,7694
vigun.IT97K-499-35.gnm1.ann1.Vigun01g019900.1,2803,2185,2086,2092,3524,3800,7518,7642
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020000.1,213,621,601,359,457,52,117,70
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020100.1,854,492,806,814,196,823,677,739
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020100.2,117,468,83,160,346,67,58,108
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020100.3,139,28,42,12,309,121,22,32
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020200.1,215,175,84,143,138,145,126,127
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020300.1,277,289,174,1317,387,1134,834,1020
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020400.1,38,105,177,824,225,807,505,542
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020500.1,106,66,42,290,139,786,257,662
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020600.1,552,554,338,1334,1769,3837,2100,3120
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020800.1,1,0,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g020900.1,4,1,0,4,2,8,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021000.1,1,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.1,120,205,311,254,232,87,377,181
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.2,205,425,251,247,446,286,319,492
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.3,199,188,414,503,236,75,315,200
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021100.4,2,21,30,10,6,0,40,69
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021200.1,544,448,558,451,389,606,605,509
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021300.1,95,97,173,154,129,123,117,220
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021400.1,230,196,258,274,184,171,277,197
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021500.1,414,675,207,70,467,304,32,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021600.1,24,13,9,24,1,15,3,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021700.1,353,236,156,91,234,180,123,74
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021700.2,0,2,2,0,6,0,1,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021800.1,190,153,114,96,83,355,67,88
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021900.1,40,7,0,5,22,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021900.2,5852,3585,2603,2489,2393,3135,1134,724
vigun.IT97K-499-35.gnm1.ann1.Vigun01g021900.3,114,255,90,92,104,52,171,96
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022000.1,57,87,67,105,5,44,64,76
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022000.2,12,12,0,0,59,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022100.1,204,84,28,21,30,110,52,26
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022200.1,166,552,258,295,376,234,406,239
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022300.1,3593,6412,3631,3569,4595,4298,5444,4389
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022600.1,0,0,0,5,1,0,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g022900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023100.1,6,20,15,12,10,16,12,24
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023200.2,23,19,0,39,7,0,28,54
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023200.3,9,32,45,21,0,45,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.1,7,0,0,0,18,0,28,19
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.2,39,3,18,52,33,47,137,132
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.3,150,20,77,88,6,57,280,54
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023300.5,666,512,614,741,518,416,1538,1039
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023400.1,1059,666,933,1139,485,540,1247,1434
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023500.1,565,784,505,568,596,494,623,546
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023600.1,672,761,403,330,402,358,347,208
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023700.1,48,52,21,48,153,27,86,65
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023700.2,36,34,65,22,85,23,45,58
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023700.3,0,2,0,22,29,2,20,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023800.1,186,87,105,106,107,94,155,205
vigun.IT97K-499-35.gnm1.ann1.Vigun01g023900.1,27,39,38,22,66,15,58,81
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024000.1,308,228,383,303,403,201,889,649
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024100.1,7,1,0,0,0,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024200.1,3,0,1,5,2,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024300.1,372,301,217,186,221,259,219,143
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024400.1,17,27,25,27,44,14,73,22
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024500.1,109,65,89,94,31,112,97,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024600.1,0,0,0,1,0,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024700.1,1,0,0,0,8,0,3,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024800.1,1127,2290,2731,2510,2857,1931,1636,1466
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024800.2,3,2,36,33,2,13,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024800.3,122,295,284,192,310,163,187,193
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024900.1,1,15,0,16,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g024900.2,22,0,19,39,94,33,8,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025200.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025200.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025200.3,419,961,636,382,534,638,254,135
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025500.1,0,0,1,2,1,2,8,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025600.1,659,284,165,209,707,1115,1047,1182
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025700.1,116,309,164,163,490,178,385,228
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025800.1,894,672,320,426,257,455,486,256
vigun.IT97K-499-35.gnm1.ann1.Vigun01g025900.1,2053,286,332,280,195,492,241,322
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026000.1,6,3,7,1,8,5,1,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026100.1,0,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026200.1,418,422,118,64,251,236,76,55
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026300.1,190,271,174,192,442,258,180,268
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026500.1,488,52,253,138,95,148,303,185
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026600.1,1115,712,829,891,540,1246,378,428
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026700.1,0,0,0,0,1,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026800.1,1,0,1,1,2,0,7,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g026900.1,599,582,511,517,514,709,362,440
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027000.1,79,25,52,38,17,29,25,26
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027100.1,2099,538,2423,3246,1092,1382,553,2483
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027200.1,272,254,435,307,484,224,312,397
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.1,35,23,83,91,0,71,3,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.2,11,0,0,0,30,0,0,36
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.3,0,0,14,15,0,24,16,38
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.4,21,48,47,17,0,5,6,26
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.5,5,31,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027300.6,189,149,150,110,121,163,13,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027400.1,9,27,13,15,100,94,7,16
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027500.1,663,477,296,247,272,362,262,209
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027600.2,13,27,65,68,28,62,70,84
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027700.1,2,6,0,5,3,2,10,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027800.1,6643,7313,3498,3006,4852,3944,2602,1486
vigun.IT97K-499-35.gnm1.ann1.Vigun01g027900.1,0,2,0,0,4,9,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028000.1,3,0,3,91,1,42,4,12
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028100.1,0,0,0,0,0,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028200.1,66,24,19,16,19,36,7,15
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028300.1,46,28,15,12,14,15,10,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028400.1,119,151,107,74,717,296,749,571
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028400.2,3,0,0,0,92,0,32,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028500.1,0,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g028900.1,3,2,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029000.1,1,6,7,5,162,7,0,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029100.1,29,50,69,57,81,34,103,85
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029200.1,1,3,2,5,9,1,11,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029300.1,552,295,487,599,318,411,568,502
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029300.2,4,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029400.1,123,127,153,73,284,182,266,236
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029400.2,71,166,76,160,82,50,97,192
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029500.1,201,485,535,356,584,736,285,558
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029600.1,836,1097,666,614,803,595,851,575
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029700.1,61,74,120,109,28,83,90,127
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029700.2,17,40,41,22,121,42,14,24
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029800.1,95,115,171,229,178,266,138,201
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.3,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g029900.5,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030000.1,140,171,131,81,93,198,207,306
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030000.2,595,275,666,332,247,598,479,611
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030000.3,3603,4221,2840,2020,3035,3571,2532,2560
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030100.1,210,128,141,267,85,449,254,201
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030100.2,104,142,219,174,151,219,126,138
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030200.1,175,302,376,261,207,479,186,378
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030300.1,207,142,105,140,92,104,144,171
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.1,398,656,519,473,592,448,478,540
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.2,41,49,60,34,31,101,71,63
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.3,33,3,26,31,29,52,33,46
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030400.4,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030500.1,0,0,0,0,0,0,11,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030500.2,6,2,0,0,1,3,0,3
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030600.1,217,276,212,167,238,252,68,90
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030600.2,0,0,0,0,0,0,25,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030600.3,67,135,19,22,37,80,17,30
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030700.1,1,0,0,2,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030800.1,362,474,219,104,166,380,56,24
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030900.1,209,226,155,92,251,179,232,247
vigun.IT97K-499-35.gnm1.ann1.Vigun01g030900.2,362,545,473,482,488,607,941,812
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031000.1,1,0,1,1,0,1,2,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031100.1,13,10,13,21,30,12,21,20
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031200.1,82994,73577,101005,120601,62341,219982,159388,142247
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031300.1,2,1,1,4,2,12,390,387
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.1,75,43,61,54,42,68,46,24
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.3,19,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.4,11,1,1,7,1,3,1,23
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031400.5,25,21,0,0,31,4,14,11
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031500.1,165,168,147,185,1256,420,711,681
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031600.1,1,0,0,4,1,5,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031700.1,5,13,30,19,20,20,4,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031800.1,0,28,490,756,216,0,663,612
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031800.2,3,323,0,58,118,29,108,69
vigun.IT97K-499-35.gnm1.ann1.Vigun01g031900.1,24,54,23,17,28,46,21,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032100.1,5,8,7,0,4,4,16,5
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032100.2,0,0,0,15,0,0,4,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032200.1,729,841,650,775,735,425,615,580
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032400.1,0,0,0,0,0,1,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032600.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032700.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032800.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g032900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033100.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033400.1,43,5,0,0,1,2,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033500.1,2,0,0,2,0,1,1,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033600.1,105,80,74,80,83,59,54,150
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033700.1,6,9,9,4,13,5,7,8
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033800.1,257,607,467,510,664,243,340,425
vigun.IT97K-499-35.gnm1.ann1.Vigun01g033900.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034000.1,12,0,0,0,1,14,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034100.1,179,76,71,87,149,105,137,108
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034200.1,4850,9370,6870,5995,7449,11553,6094,5429
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034300.1,11426,6599,7406,7781,6066,13424,3350,3987
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034400.1,116,28,95,36,34,190,60,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034400.2,558,678,585,453,210,377,31,70
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034500.2,1,1,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034600.1,526,479,207,165,593,386,370,245
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034700.1,191,244,129,134,277,183,107,115
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034800.1,86,136,154,149,246,118,468,295
vigun.IT97K-499-35.gnm1.ann1.Vigun01g034900.1,10,1156,11962,14895,521,143,26546,39429
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035000.1,58,6,0,0,1,11,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035100.1,0,1,0,0,1,0,5,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035200.1,261,567,478,393,469,479,481,492
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035300.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035500.1,54,446,369,461,98,104,357,245
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035600.1,1,0,0,4,0,0,6,4
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035700.1,2,0,0,2,2,0,0,22
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035700.2,0,6,11,0,0,0,53,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035800.1,335,239,209,145,166,210,153,171
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035800.2,6,3,0,8,22,19,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g035900.1,0,0,0,0,0,0,2,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036000.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036100.1,965,3618,2213,2230,9865,2277,2737,2311
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036100.2,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036100.3,10,44,36,23,64,43,38,38
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036200.1,721,806,592,569,612,305,729,483
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036300.1,147,217,106,70,307,250,255,152
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036400.1,179,70,77,91,74,94,74,105
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036500.1,40,23,61,98,39,109,25,9
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036500.2,63,155,120,68,113,106,121,251
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036600.1,0,0,2,6,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036600.2,1,3,0,0,0,0,0,1
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036700.1,1,1,1,6,7,7,1,15
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036700.2,8,23,16,6,11,7,20,7
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036800.1,1,2,0,1,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g036900.1,426,164,171,182,303,284,246,441
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037000.1,246,324,190,191,220,265,134,132
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037100.1,239,494,377,282,461,530,395,290
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037200.1,10,40,33,44,112,21,63,90
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037200.2,20,28,21,11,103,58,136,127
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037300.1,443,923,1068,1188,379,1492,433,437
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037300.2,0,0,2,4,0,0,10,11
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037400.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037500.1,0,0,0,0,0,0,0,0
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037600.1,181,222,88,104,145,300,364,316
vigun.IT97K-499-35.gnm1.ann1.Vigun01g037700.1,6,16,4,5,0,30,3,5
